"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "protein" "chr"
"evgLocus_628212" 6884.02508378735 12.960495753315 0.96761702120129 13.394241181521 6.53404272781403e-41 4.25170160298859e-37 "." "chr_23"
"evgLocus_726225" 6473.57404070309 13.2813100871972 1.04273135418444 12.7370391557709 3.68101252266901e-37 1.59682323233382e-33 "." "chr_23"
"evgLocus_28417" 1666.71224254269 11.2169049735579 0.905765480530262 12.3838954063376 3.19452935781773e-35 1.039340126566e-31 "RL32_SPOFR" "chr_11"
"evgLocus_464665" 9152.76095437781 14.034072542268 1.15757051988187 12.1237300892045 7.90764538890713e-34 2.05820194182475e-30 "." "chr_23"
"evgLocus_542749" 5751.70264252061 16.1875729854922 1.41506756590724 11.4394346782402 2.65610573677491e-30 5.76109334306478e-27 "." "chr_23"
"evgLocus_512844" 93555.1604592911 14.2084243696007 1.2595917540444 11.2801821097821 1.64405288981342e-29 3.05652918686169e-26 "." "chr_23"
"evgLocus_614166" 15119.8952442749 13.103011738563 1.26697921248556 10.3419311141321 4.55269414492373e-25 5.38625105473068e-22 "." "chr_17"
"evgLocus_521625" 11687.3815708648 12.3707729947189 1.21641389040996 10.1698715315966 2.70264890105971e-24 2.93102273319925e-21 "." "chr_23"
"evgLocus_450646" 112668.373186059 13.313081520685 1.31999874755905 10.0856773881822 6.39227469194694e-24 6.39915868007673e-21 "." "chr_23"
"evgLocus_550388" 34847.989952852 11.7896170486187 1.19464255914325 9.86874020047783 5.68744061131125e-23 5.28688229397176e-20 "." "chr_17"
"evgLocus_613084" 34869.639056034 15.5163529186957 1.60092204781679 9.69213519162638 3.25648288242994e-22 2.82532454879622e-19 "." "chr_23"
"evgLocus_469346" 16307.6459710005 8.37233719244209 0.887260766855027 9.43616296944873 3.86680561478008e-21 3.14516301692175e-18 "LIPHB_XENLA" "chr_07"
"evgLocus_739106" 1997.25307417708 13.6997744411978 1.46576993797683 9.34646978782178 9.06219418580477e-21 6.93737618435666e-18 "." "chr_23"
"evgLocus_738537" 1677.56294216472 14.4100038095786 1.54915273409306 9.30186126419283 1.38008269018519e-20 9.97799785003894e-18 "." "chr_23"
"evgLocus_492306" 19956.899122616 13.9859652381731 1.50906169627489 9.26798769904331 1.89690771300843e-20 1.29928194616272e-17 "." "chr_23"
"evgLocus_477876" 39147.2475171556 11.6180146022658 1.25756894160958 9.23847132181537 2.50043871964039e-20 1.62703547487e-17 "." "chr_17"
"evgLocus_447277" 3144.41877654566 13.5347883493676 1.47721750324144 9.16235308589857 5.07777870364338e-20 3.07871430587618e-17 "." "chr_19"
"evgLocus_689107" 1714.20583851385 14.4411667538726 1.57659946595777 9.15969278544677 5.20452702699217e-20 3.07871430587618e-17 "." "chr_23"
"evgLocus_478956" 8110.5167983108 14.9198366228222 1.64368513158012 9.07706490505231 1.11542096185967e-19 6.3113427815834e-17 "." "chr_23"
"evgLocus_476971" 67552.2384053383 14.4003535731534 1.61858517421925 8.89687722495028 5.74399824537493e-19 3.11468304855456e-16 "." "chr_23"
"evgLocus_747079" 165425.720810711 14.2307216588267 1.61329715124424 8.82089306849105 1.13550414489613e-18 5.91098037667128e-16 "." "chr_23"
"evgLocus_727531" 16108.0212539642 12.0987872884823 1.43724257935813 8.41805514409793 3.82785611450128e-17 1.84502664718962e-14 "." "chr_23"
"evgLocus_522346" 509.758493070735 10.9086896502721 1.40478451312197 7.76538290988763 8.13989325384537e-15 3.53108569351812e-12 "." "chr_23"
"evgLocus_545668" 2372.50365571213 14.9099827038307 1.94466211331543 7.66713281538192 1.75883630496252e-14 7.38370828154265e-12 "." "chr_23"
"evgLocus_54580" 329.499411725394 6.22935179523915 0.817583016031747 7.619228473549 2.55196417890586e-14 1.03785193200878e-11 "HSP23_DROME" NA
"evgLocus_472231" 318.979203334736 12.0154244308802 1.58173693205989 7.59634815837075 3.04604331665601e-14 1.20124871887762e-11 "." "chr_05"
"evgLocus_664823" 1296.44917639126 8.35246429455658 1.10158388607221 7.58223173029339 3.39660901582987e-14 1.30010205094147e-11 "." NA
"evgLocus_514433" 5495.45436981236 7.17887695685261 0.96481022529666 7.44071400636871 1.00142540546275e-13 3.52231087207897e-11 "LIPHB_XENLA" "chr_07"
"evgLocus_750094" 946.042463227072 12.6216896442014 1.70718949080222 7.39325640897096 1.43275805124407e-13 4.9068192839185e-11 "." "chr_23"
"evgLocus_540122" 309.544409461524 11.9719693397966 1.6383990926048 7.30711423964661 2.72940499928971e-13 9.10781452839904e-11 "." "chr_23"
"evgLocus_650744" 809.611271939477 10.0704680589946 1.37884542563182 7.30355112457952 2.80270311787095e-13 9.11859459399314e-11 "." "chr_23"
"evgLocus_479805" 482.373118822592 11.6497284337546 1.6618326312989 7.01016950464445 2.38029571149628e-12 7.20399264870061e-10 "." "chr_05"
"evgLocus_153714" 3923.13537460176 3.29922596805849 0.48548640115037 6.79571242416039 1.07778579418374e-11 3.04919659250156e-09 "HSP23_DROME" NA
"evgLocus_692346" 677.255507957404 11.0346973257406 1.67928324841619 6.57107568728976 4.9953057896123e-11 1.38316828821308e-08 "." "chr_18"
"evgLocus_310211" 89.2981383091787 10.1773084153139 1.58274492014835 6.43016337361551 1.27466868856512e-10 3.31770766259729e-08 "TRET1_BOMMO" "chr_10"
"evgLocus_471528" 782.932421862819 13.3106112194624 2.09092204827403 6.36590504674705 1.94141514389306e-10 4.95403464365181e-08 "." "chr_23"
"evgLocus_451316" 265.173919501248 10.7866531058059 1.73993887644812 6.19944369989914 5.66630817359763e-10 1.36558026983703e-07 "." "chr_05"
"evgLocus_723823" 2227.95090782793 10.4656636216033 1.71609713417866 6.09852636728061 1.07050741766096e-09 2.48778277382852e-07 "." "chr_16"
"evgLocus_311687" 1422.85397704724 11.8627669101696 1.95073027185524 6.08119281344186 1.19291734008968e-09 2.72361864279424e-07 "RL23A_RAT" "chr_20"
"evgLocus_370147" 187.052587045056 7.64028549019002 1.27698256460945 5.98307737469125 2.18960686464726e-09 4.5231021803999e-07 "." NA
"evgLocus_488716" 1763.9253601068 5.26084061598701 0.884741111880718 5.94619210675527 2.74452029705865e-09 5.49495186860328e-07 "LIPHB_XENLA" "chr_07"
"evgLocus_252685" 29.4496372019199 8.57753363673369 1.44355892050785 5.94193525105028 2.81676685513709e-09 5.55415209890214e-07 "ALDR_RABIT" NA
"evgLocus_297001" 48.1244754985345 9.28770233785279 1.58840089005164 5.84720292970299 4.99907509770472e-09 9.5673475472837e-07 "ALDR_RABIT" NA
"evgLocus_558421" 227.307276668678 5.52010142190687 0.952122256913278 5.79768131857636 6.72380670994019e-09 1.26816841337915e-06 "ALDO2_ARATH" "chr_14"
"evgLocus_133646" 133.745853694729 4.19735450373879 0.730960718567705 5.74224359410637 9.34302869857013e-09 1.73700250690274e-06 "ALDR_RABIT" NA
"evgLocus_706056" 48.4766607403834 9.2987502094426 1.62401515243061 5.72577798644641 1.02960797994581e-08 1.88722792267815e-06 "ALDR_RABIT" NA
"evgLocus_421240" 342.524157504345 5.2430179556402 0.918390050753443 5.70892286054151 1.13693402435917e-08 2.01527000465778e-06 "BGLR_MOUSE" "chr_12"
"evgLocus_469281" 194.207677098135 4.07742614581175 0.714387574691516 5.7075826767738 1.14591962766771e-08 2.01527000465778e-06 "LIPE_CROAD" "chr_19"
"evgLocus_659864" 73.8383759610661 7.14020553293965 1.2774749317116 5.58931166138264 2.27971472685904e-08 3.85301395523942e-06 "ALDR_RABIT" NA
"evgLocus_33386" 253.488707572236 11.683533851823 2.21204816989082 5.2817718939636 1.27940431836497e-07 1.936066023163e-05 "TRET1_BOMMO" "chr_10"
"evgLocus_469128" 25.8866339457467 8.38910578754861 1.59695806737186 5.2531785016464 1.49496520475511e-07 2.2298135580967e-05 "HASP_DROME" "chr_18"
"evgLocus_313002" 116.375237339096 3.92406977988372 0.751423410661121 5.22218196054236 1.76827084739161e-07 2.55691964532826e-05 "ES16_MANSE" "chr_16"
"evgLocus_153542" 37.8740400178236 7.97678689633623 1.55038926349722 5.14502201746608 2.67489436692508e-07 3.66432371485926e-05 "ALDR_RABIT" NA
"evgLocus_827477" 64.6796828020154 6.78273758263049 1.32442192956343 5.12128154270768 3.03466161686352e-07 4.08866516172067e-05 "MYRO1_BREBR" NA
"evgLocus_331538" 14.2616757356257 7.53125906142527 1.49840866508348 5.02617158918104 5.00368217238502e-07 6.51179197914187e-05 "ALDR_RABIT" NA
"evgLocus_688399" 145.92582283729 5.39104921316757 1.07810862135448 5.00046943915033 5.71908932002134e-07 7.29688513830958e-05 "." "chr_01"
"evgLocus_342772" 266.024881310409 4.7538749387335 0.96144510602566 4.94450999743986 7.63356243312798e-07 9.52554882460087e-05 "RM48_MOUSE" "chr_19"
"evgLocus_592216" 184.596132903053 4.23396449541688 0.856524664220863 4.94319039752148 7.68543588891264e-07 9.52554882460087e-05 "." NA
"evgLocus_678943" 44.8515836560262 4.97198935255613 1.01728492131666 4.88750914160897 1.02119755028109e-06 0.000123054304808872 "." "chr_18"
"evgLocus_372944" 26.5288541830848 8.42666091813713 1.73768413624854 4.8493628631089 1.23858664114269e-06 0.000145215914845324 "KARG_PLOIN" NA
"evgLocus_608036" 42173.3706125088 4.52028420158542 0.979273426441574 4.61595717756884 3.91287630928557e-06 0.000431543832957986 "CUO6_BLACR" NA
"evgLocus_736142" 9383.49431203047 4.69389415862139 1.04165025939531 4.50620936949246 6.59959716961306e-06 0.000676276831223184 "PGDH_HUMAN" "chr_20"
"evgLocus_341567" 24.412095881794 8.31034265114773 1.85607586728233 4.47737228722 7.55674058576713e-06 0.000762352108396693 "." "chr_10"
"evgLocus_491797" 36.9553814570803 6.05048696680171 1.35994140630649 4.44907915792817 8.62392304947524e-06 0.000856730798212754 "CI116_HUMAN" "chr_20"
"evgLocus_74005" 74.7844421088494 5.21777462176057 1.17704920184908 4.43292821877263 9.29618226726276e-06 0.000909627940046298 "ATP5J_DROME" "chr_08"
"evgLocus_350892" 9.71366177728463 6.98343634018422 1.58620149806981 4.40261615480889 1.06953294935138e-05 0.00103102976317473 "F177A_HUMAN" "chr_16"
"evgLocus_465766" 276.714557278522 6.09994930678673 1.38502419207404 4.40421859899227 1.06165849525999e-05 0.00103102976317473 "." NA
"evgLocus_469573" 1196.44210746907 4.57714070200248 1.04925271337235 4.36228626685302 1.28710304022096e-05 0.00120506179607451 "CU19_LOCMI" "chr_14"
"evgLocus_798978" 49.9051283112761 4.09643706794732 0.939713328639619 4.35924121016518 1.30514193772879e-05 0.00121322265554303 "ALDR_RABIT" NA
"evgLocus_172513" 570.365777936293 7.67216195004198 1.76100955870703 4.35668387608018 1.32047767070875e-05 0.00121877279479459 "RS11_RAT" NA
"evgLocus_891159" 100.560029644453 4.27923214262969 0.986599012832945 4.337357008236 1.44206290208583e-05 0.00130326434776007 "." "chr_01"
"evgLocus_469841" 16.209360599017 7.72188887344326 1.78838467904912 4.31780084223769 1.57591528118371e-05 0.00140472338830992 "MEP50_PONAB" "chr_20"
"evgLocus_161455" 124.933774029672 7.94187228694079 1.84388547005877 4.30713968730805 1.65379178689741e-05 0.00146411199419611 "RL23A_RAT" "chr_20"
"evgLocus_469171" 701.987531125929 3.2249784760899 0.759203626196496 4.24784387852122 2.15837714384481e-05 0.00183825049652823 "MPCP_CHOFU" NA
"evgLocus_470838" 169.977185033106 3.7648709964618 0.890981314031065 4.22553305795876 2.38375826029805e-05 0.00201443051944927 "." "chr_01"
"evgLocus_822236" 423.892059792972 4.55013488795603 1.07975693435259 4.21403627352876 2.50846971896496e-05 0.00209434302056175 "TPPC8_HUMAN" "chr_10"
"evgLocus_363917" 41.900912285274 4.73708901472722 1.12864404033602 4.19715060322908 2.70294199513013e-05 0.00221233252356123 "." NA
"evgLocus_59621" 471.606163397298 4.56014610102617 1.08825829893024 4.19031594384239 2.78566300735933e-05 0.00225171542719095 "." "chr_05"
"evgLocus_688480" 14.2615216475492 5.7122001837254 1.36474048229265 4.18555780959129 2.84466656254254e-05 0.00228521547190917 "ALDR_RABIT" NA
"evgLocus_722414" 65.6866396642209 4.86936028118569 1.16531275069871 4.17858663115636 2.93326265527872e-05 0.00234193130035566 "ALDR_RABIT" NA
"evgLocus_735966" 25.1241049845359 5.56890038838686 1.33967800701673 4.15689468605073 3.22602610164438e-05 0.002559969737 "PIMT_CHICK" "chr_19"
"evgLocus_422914" 1095.31952296364 5.49717625424027 1.32526255003592 4.14799033903981 3.35406549120731e-05 0.0026454429274286 "CU07_LOCMI" "chr_14"
