baseMean log2FoldChange lfcSE stat pvalue padj protein
evgLocus_223996 39594.217208267 -13.1578702091074 2.53702037920954 -5.18634785787848 2.14458068022314e-07 0.00044635872557711 .
evgLocus_367371 15203.3589241697 -12.6890630890691 2.43580388882149 -5.20939437994262 1.89458020896698e-07 0.00044635872557711 .
evgLocus_831707 926.016300162794 -13.8408133484305 2.57542748156325 -5.37418096510693 7.69315646417844e-08 0.00044635872557711 RS2_DROME
evgLocus_187406 536.884794761942 -13.0535441457966 2.69533622677486 -4.84301142696993 1.27885930927137e-06 0.00161545508985061 RS12_DROME
evgLocus_660941 21466.9772493952 -13.6641125847417 2.82273582583116 -4.84073375187997 1.29360593357673e-06 0.00161545508985061 .
evgLocus_224124 7703.46000871601 -12.463590844841 2.73700078638719 -4.55374032292217 5.27004034220737e-06 0.00278657009868989 .
evgLocus_348567 2224.72322696647 -12.0133284414375 2.59208389887042 -4.63462175999498 3.57590708552791e-06 0.00278657009868989 .
evgLocus_356824 13616.7921052786 -12.4512188129012 2.73631356571548 -4.55036256403807 5.35535573098634e-06 0.00278657009868989 .
evgLocus_457509 529.090724343112 -13.033763522056 2.81519269645982 -4.62979445010863 3.6602889461774e-06 0.00278657009868989 RL34_AEDAL
evgLocus_468828 2551.73897428561 -12.2151019529147 2.67509543876745 -4.56623033925951 4.96573111437839e-06 0.00278657009868989 .
evgLocus_646874 344.564779267575 -12.4154143311014 2.70800278068876 -4.58471254890797 4.54611424496412e-06 0.00278657009868989 COX5A_DROME
evgLocus_282442 4020.91683229906 -12.0928771097821 2.72354695376179 -4.44012066437089 8.99084524200293e-06 0.00380954558013173 .
evgLocus_362308 173.525037562279 -11.4246662812287 2.56747228316428 -4.44977200188055 8.59614975013838e-06 0.00380954558013173 RL4_DROME
evgLocus_424480 2027.82489045043 -9.75765934694735 2.20642551661976 -4.42238329526575 9.76180802083723e-06 0.00380954558013173 .
evgLocus_462897 1334.63362910839 -8.7251835085609 1.97192219434337 -4.42470982556506 9.65720009489221e-06 0.00380954558013173 BI1_DROME
evgLocus_162335 378.450944217685 -12.5505890140388 2.86321736642802 -4.38338673172276 1.16848414305741e-05 0.00429177352308851 RL10A_SPOFR
evgLocus_114112 207.678540000323 -10.323582809939 2.41687171013558 -4.27146495473685 1.94193048246905e-05 0.0059466145303308 RL44_OCHTR
evgLocus_691127 14385.1466436877 -12.8574634860134 3.0053873498616 -4.27813855229193 1.88462706695421e-05 0.0059466145303308 .
evgLocus_703977 2544.47156482569 -9.99180370930331 2.34280304137672 -4.26489275147593 1.99998246535789e-05 0.0059466145303308 KALM_CHICK
evgLocus_462821 252.819073266727 -10.3669546283756 2.50585316213148 -4.13709581432833 3.51729264367613e-05 0.00998271603050624 .
evgLocus_340780 7308.1938312611 -12.1976644476431 2.96583845741972 -4.11272044069961 3.91023792056214e-05 0.0106154459026043 .
evgLocus_475566 24579.5293903223 -11.41672462061 2.80138684104557 -4.07538311144094 4.59386532135546e-05 0.0119517062777264 .
evgLocus_178560 125.447927717567 -10.9538901373685 2.69716610276071 -4.06125901039486 4.88087842610684e-05 0.0121904819570445 .
evgLocus_228491 88.7470854720472 -10.4595709616113 2.59402498831307 -4.03217818206652 5.52622614724763e-05 0.0132714446397747 NDUC2_MOUSE
evgLocus_228207 1474.18890187804 -10.0016834513703 2.50838922381829 -3.98729326230545 6.68313964615084e-05 0.0139312548072917 RL11_DROME
evgLocus_349522 9860.22227772242 -10.9665389178041 2.74520089324238 -3.99480378459714 6.47478533488602e-05 0.0139312548072917 .
evgLocus_398786 4856.37563397724 -11.731219594749 2.94242060664745 -3.98692816664148 6.69342799837847e-05 0.0139312548072917 .
evgLocus_462293 2586.13840850762 -9.22033300116874 2.30299067756213 -4.00363453096089 6.23767029324383e-05 0.0139312548072917 .
evgLocus_447386 7636.21202846907 -10.9608588887424 2.78380971371792 -3.93735923641982 8.23832289547417e-05 0.0157449729846414 .
evgLocus_449094 301.806935902311 -9.46345017543034 2.4064490504139 -3.9325371022514 8.40540013225331e-05 0.0157449729846414 .
evgLocus_469060 7167.83151036933 -11.6733054829733 2.97114274465439 -3.92889419533127 8.5337373501193e-05 0.0157449729846414 .
evgLocus_769701 10693.6202592657 -10.9005950518491 2.77525874292353 -3.92777613245751 8.5734958596702e-05 0.0157449729846414 .
evgLocus_281061 1475.11876785365 -10.3583458270553 2.64871376791094 -3.91070788869156 9.20260144017212e-05 0.0164000544927695 .
evgLocus_677720 131.324900161033 -11.0253914476347 2.82401463363296 -3.90415521092787 9.45550867616436e-05 0.0164000544927695 CU12_HYACE
evgLocus_367513 2298.67449056192 -10.2057546478299 2.61965160500318 -3.89584425208999 9.78572601532261e-05 0.0165140738485606 .
evgLocus_271790 19871.0216046306 -10.7680142186304 2.78858740123325 -3.86145839067775 0.00011271220976433 0.017594375944212 .
evgLocus_367563 26710.5363976126 -11.0270616596506 2.85453874875815 -3.86299245874587 0.000112006466848545 0.017594375944212 .
evgLocus_455385 13515.7600909051 -9.92703653020103 2.56617369817575 -3.86841956070939 0.000109543061096351 0.017594375944212 .
evgLocus_450076 392.274739173028 -9.90353232090318 2.58035399498746 -3.83805181000032 0.000124014319767548 0.0188864734787456 .
evgLocus_296398 6457.86428611757 -10.4024742243777 2.72255714458562 -3.82084697287815 0.00013299415653075 0.0193973845582269 .
evgLocus_643457 14738.7588312159 -7.69275129340979 2.0139364098573 -3.81975878471499 0.000133582244715528 0.0193973845582269 CU08_LOCMI
evgLocus_387352 15147.6018105405 -11.5637136537314 3.03672196844869 -3.807959297518 0.000140118328550956 0.0198840646243675 .
evgLocus_134903 56.970510691415 -9.82019051399033 2.5893779338301 -3.79249022929021 0.000149144120467353 0.0206945752932923 PEBPH_CAEEL
evgLocus_422752 8830.49520166249 -11.3125094978105 2.99569353632937 -3.7762572708528 0.000159202554508653 0.0216100163120006 .
evgLocus_270931 335.991133488184 -9.67938661717493 2.5698771008137 -3.7664784102361 0.000165566394032626 0.0219956715816961 .
evgLocus_356417 6512.16799131633 -11.1662082051152 2.97300892353407 -3.75586097866188 0.000172746571345916 0.0220128488057939 .
evgLocus_608029 9450.70643136291 -8.95359457493734 2.38290891434692 -3.75742208232548 0.000171672796309033 0.0220128488057939 .
